"Timepoint","c_Viruses","Replicate","Station_Number","Sample_Type","Location","Depth"
2,4.77650311583502,2,18,"VP",1,1
2,2.09314969339791,3,18,"VP",1,1
2,4.15125300830028,4,18,"VPC",1,1
2,3.43236304822169,5,18,"VPC",1,1
2,3.12106344864755,6,18,"VPC",1,1
3,4.02719448280282,1,18,"VP",1,1
3,3.9631020923796,2,18,"VP",1,1
3,3.35698846681843,3,18,"VP",1,1
3,3.94484362402644,4,18,"VPC",1,1
3,4.80911487394573,5,18,"VPC",1,1
3,2.65009941962824,6,18,"VPC",1,1
4,4.13791487836641,1,18,"VP",1,1
4,2.40359209298103,2,18,"VP",1,1
4,2.31358510964094,3,18,"VP",1,1
4,2.20279264163881,4,18,"VPC",1,1
4,4.09463098524026,5,18,"VPC",1,1
4,2.25027002919688,6,18,"VPC",1,1
5,2.68844088352556,1,18,"VP",1,1
5,2.91329618070549,2,18,"VP",1,1
5,4.17025674189795,3,18,"VP",1,1
5,2.597186895924,4,18,"VPC",1,1
5,3.6479200989482,5,18,"VPC",1,1
5,2.7594069009876,6,18,"VPC",1,1
6,2.7560396850198,1,18,"VP",1,1
6,4.42443456047868,2,18,"VP",1,1
6,2.41955623854145,3,18,"VP",1,1
6,4.86142435287775,4,18,"VPC",1,1
6,3.09445784730056,5,18,"VPC",1,1
6,6.33692606495134,6,18,"VPC",1,1
1,3.29398214826573,1,19,"VP",1,1
1,4.12659106940459,2,19,"VP",1,1
1,2.78468976788796,3,19,"VP",1,1
1,3.10339247122477,4,19,"VPC",1,1
1,3.09661351559323,5,19,"VPC",1,1
1,4.24767938224165,6,19,"VPC",1,1
2,2.53353250317678,1,19,"VP",1,1
2,2.88676541575136,2,19,"VP",1,1
2,2.28326986888882,3,19,"VP",1,1
2,2.76817986806097,4,19,"VPC",1,1
2,2.54465507909585,5,19,"VPC",1,1
2,2.88932502377857,6,19,"VPC",1,1
3,3.38925630814615,1,19,"VP",1,1
3,3.7159356081058,2,19,"VP",1,1
3,3.32022980530239,3,19,"VP",1,1
3,3.71675921455999,4,19,"VPC",1,1
3,4.10999460034715,5,19,"VPC",1,1
3,2.06095973048021,6,19,"VPC",1,1
4,2.28063489905398,1,19,"VP",1,1
4,2.65505935960575,2,19,"VP",1,1
4,2.73356795719275,3,19,"VP",1,1
4,2.42513036044138,4,19,"VPC",1,1
4,2.86641799101827,5,19,"VPC",1,1
4,2.30645338930493,6,19,"VPC",1,1
5,4.80037899568435,1,19,"VP",1,1
5,2.1749063079144,2,19,"VP",1,1
5,4.01471104566052,3,19,"VP",1,1
5,2.17028363492047,4,19,"VPC",1,1
5,3.48264072529686,5,19,"VPC",1,1
5,2.00967720298307,6,19,"VPC",1,1
6,4.38903701539038,1,19,"VP",1,1
6,4.2585489472192,2,19,"VP",1,1
6,3.95357974763311,3,19,"VP",1,1
6,3.63724072849259,4,19,"VPC",1,1
6,2.73925111438683,5,19,"VPC",1,1
6,3.21767068588333,6,19,"VPC",1,1
1,2.85661258528394,1,20,"VP",1,1
1,3.13532750119111,2,20,"VP",1,1
1,2.63576407255565,3,20,"VP",1,1
1,4.3072748749292,4,20,"VPC",1,1
1,2.95114771782765,5,20,"VPC",1,1
1,3.24386908343019,6,20,"VPC",1,1
2,5.30481312369399,1,20,"VP",1,1
2,3.08097586938044,2,20,"VP",1,1
2,2.87862132787242,3,20,"VP",1,1
2,2.94095606309511,4,20,"VPC",1,1
2,5.23770283648678,5,20,"VPC",1,1
2,2.65426892782276,6,20,"VPC",1,1
3,3.92035855575889,1,20,"VP",1,1
3,2.91138352219024,2,20,"VP",1,1
3,2.70438449842365,3,20,"VP",1,1
3,3.09073314991876,4,20,"VPC",1,1
3,3.69737337158044,5,20,"VPC",1,1
3,3.35397799161368,6,20,"VPC",1,1
4,2.70679652698451,1,20,"VP",1,1
4,2.65154820435592,2,20,"VP",1,1
4,2.78705684717996,3,20,"VP",1,1
4,4.93749861723674,4,20,"VPC",1,1
4,3.22770931945547,5,20,"VPC",1,1
4,4.84865272198822,6,20,"VPC",1,1
5,3.18860410687209,1,20,"VP",1,1
5,2.25151538955763,2,20,"VP",1,1
5,3.427080884395,3,20,"VP",1,1
5,2.17754602750888,4,20,"VPC",1,1
5,3.18399996643801,5,20,"VPC",1,1
5,2.25912347232831,6,20,"VPC",1,1
6,2.70317670842899,1,20,"VP",1,1
6,3.54499711954101,2,20,"VP",1,1
6,2.7384863257727,3,20,"VP",1,1
6,3.20945240109618,4,20,"VPC",1,1
6,2.50355066958011,5,20,"VPC",1,1
6,2.80094842055489,6,20,"VPC",1,1
1,3.51619946502475,1,21,"VP",1,1
1,3.6752949615897,2,21,"VP",1,1
1,3.19616330133275,3,21,"VP",1,1
1,2.91631584459874,4,21,"VPC",1,1
1,3.06130108483938,5,21,"VPC",1,1
1,3.17301423377895,6,21,"VPC",1,1
2,2.94271565039885,1,21,"VP",1,1
2,3.44969625437023,2,21,"VP",1,1
2,2.94573577456741,3,21,"VP",1,1
2,3.82411755594157,4,21,"VPC",1,1
2,2.94429417968118,5,21,"VPC",1,1
2,3.17988788410432,6,21,"VPC",1,1
3,3.97322006666185,1,21,"VP",1,1
3,5.23983271265009,2,21,"VP",1,1
3,2.99423234453879,3,21,"VP",1,1
3,4.15924776622312,4,21,"VPC",1,1
3,4.73824914580748,5,21,"VPC",1,1
3,3.87383565317228,6,21,"VPC",1,1
4,2.69004686105625,1,21,"VP",1,1
4,4.88456140737285,2,21,"VP",1,1
4,4.26776769602442,3,21,"VP",1,1
4,2.97159499408106,4,21,"VPC",1,1
4,3.6841813338469,5,21,"VPC",1,1
4,4.44152124189647,6,21,"VPC",1,1
5,2.34117337600641,1,21,"VP",1,1
5,2.67584068234884,2,21,"VP",1,1
5,2.40007174523275,3,21,"VP",1,1
5,3.36070737273873,4,21,"VPC",1,1
5,2.47075735825154,5,21,"VPC",1,1
5,3.14591737821334,6,21,"VPC",1,1
6,3.05247310418819,1,21,"VP",1,1
6,2.86005174567332,2,21,"VP",1,1
6,2.93897781831451,3,21,"VP",1,1
6,2.88008022410543,4,21,"VPC",1,1
6,2.33913636255954,5,21,"VPC",1,1
6,2.84415935279208,6,21,"VPC",1,1
1,3.49131223383763,1,22,"VP",1,1
1,3.17318356013397,2,22,"VP",1,1
1,2.83434041203028,3,22,"VP",1,1
1,3.90662063096793,4,22,"VPC",1,1
1,3.58687446146704,5,22,"VPC",1,1
1,2.94066284664578,6,22,"VPC",1,1
2,3.04748015536978,1,22,"VP",1,1
2,3.51105418074842,2,22,"VP",1,1
2,3.06596526358114,3,22,"VP",1,1
2,2.83925056862433,4,22,"VPC",1,1
2,3.8387413814839,5,22,"VPC",1,1
2,3.64135994300931,6,22,"VPC",1,1
3,3.54306992697382,1,22,"VP",1,1
3,3.39003065330865,2,22,"VP",1,1
3,3.64204031466766,3,22,"VP",1,1
3,2.85754456698307,4,22,"VPC",1,1
3,2.85858891448414,5,22,"VPC",1,1
3,4.03238430443521,6,22,"VPC",1,1
4,2.93224856418922,1,22,"VP",1,1
4,4.33702812667013,2,22,"VP",1,1
4,2.57184469933135,3,22,"VP",1,1
4,4.00777574784185,4,22,"VPC",1,1
4,2.57619478458458,5,22,"VPC",1,1
4,5.4504797811534,6,22,"VPC",1,1
5,2.41926736055321,1,22,"VP",1,1
5,2.88892763382432,2,22,"VP",1,1
5,2.82878596337873,3,22,"VP",1,1
5,2.87728117584242,4,22,"VPC",1,1
5,2.99672350914958,5,22,"VPC",1,1
5,2.85940886594972,6,22,"VPC",1,1
6,4.50763413694474,1,22,"VP",1,1
6,2.40462974117223,2,22,"VP",1,1
6,2.498377506606,3,22,"VP",1,1
6,2.48583648522875,4,22,"VPC",1,1
6,4.22764132860491,5,22,"VPC",1,1
6,2.52114106309244,6,22,"VPC",1,1
1,3.55154386252067,1,23,"VP",1,1
1,3.33530629506979,2,23,"VP",1,1
1,3.33941983326103,3,23,"VP",1,1
1,5.66263454586397,4,23,"VPC",1,1
1,2.2363721973649,5,23,"VPC",1,1
1,5.31296296818598,6,23,"VPC",1,1
2,3.5077675365098,1,23,"VP",1,1
2,3.3038006217452,2,23,"VP",1,1
2,3.89741100141101,3,23,"VP",1,1
2,5.55358479912016,4,23,"VPC",1,1
2,2.99035200519739,5,23,"VPC",1,1
2,5.1541596525078,6,23,"VPC",1,1
3,5.39215903399841,1,23,"VP",1,1
3,2.38741645027991,2,23,"VP",1,1
3,3.45712909312688,3,23,"VP",1,1
3,4.33093075879826,4,23,"VPC",1,1
3,4.56739403652587,5,23,"VPC",1,1
3,4.10571872847954,6,23,"VPC",1,1
4,2.47971598163091,1,23,"VP",1,1
4,4.18976642280129,2,23,"VP",1,1
4,2.11135687905175,3,23,"VP",1,1
4,4.15711472915077,4,23,"VPC",1,1
4,2.45946378022465,5,23,"VPC",1,1
4,2.19420061362628,6,23,"VPC",1,1
5,2.69323462525822,1,23,"VP",1,1
5,4.58991572911755,2,23,"VP",1,1
5,3.95628045032357,3,23,"VP",1,1
5,3.12371172282884,4,23,"VPC",1,1
5,3.34928910457646,5,23,"VPC",1,1
5,3.75471246644719,6,23,"VPC",1,1
6,4.12916278472822,1,23,"VP",1,1
6,2.10196655705428,2,23,"VP",1,1
6,3.2692639976262,3,23,"VP",1,1
6,3.37157214017356,4,23,"VPC",1,1
6,3.7020285640548,5,23,"VPC",1,1
6,3.30987800199453,6,23,"VPC",1,1
1,2.57109699725915,1,24,"VP",1,1
1,3.29169997644887,2,24,"VP",1,1
1,3.35292114275994,3,24,"VP",1,1
1,4.52237430588438,4,24,"VPC",1,1
1,2.86009504765948,5,24,"VPC",1,1
1,5.20992199940047,6,24,"VPC",1,1
2,5.40809649997517,1,24,"VP",1,1
2,3.47558544831471,2,24,"VP",1,1
2,3.91405044582168,3,24,"VP",1,1
2,4.04279843296541,4,24,"VPC",1,1
2,4.03342481802848,5,24,"VPC",1,1
2,2.78555535477151,6,24,"VPC",1,1
3,3.18390094471134,1,24,"VP",1,1
3,3.01840442521238,2,24,"VP",1,1
3,3.07936613972691,3,24,"VP",1,1
3,3.1889788151989,4,24,"VPC",1,1
3,3.83561832685385,5,24,"VPC",1,1
3,2.87676364801061,6,24,"VPC",1,1
4,3.24756079452958,1,24,"VP",1,1
4,2.57389259369608,2,24,"VP",1,1
4,3.34400994022173,3,24,"VP",1,1
4,2.54469928323077,4,24,"VPC",1,1
4,3.08506000076303,5,24,"VPC",1,1
4,2.24567407595703,6,24,"VPC",1,1
5,2.107834629089,1,24,"VP",1,1
5,3.39546299365074,2,24,"VP",1,1
5,2.16294323143503,3,24,"VP",1,1
5,3.32323769449571,4,24,"VPC",1,1
5,2.16097975331463,5,24,"VPC",1,1
5,4.41540831401983,6,24,"VPC",1,1
6,3.7045034041918,1,24,"VP",1,1
6,3.60118998257635,2,24,"VP",1,1
6,4.65773300899775,3,24,"VP",1,1
6,3.4199457981834,4,24,"VPC",1,1
6,3.61529324325281,5,24,"VPC",1,1
6,2.80605000689576,6,24,"VPC",1,1
1,3.79021488870786,1,25,"VP",1,1
1,4.61188527561654,2,25,"VP",1,1
1,3.6402807515825,3,25,"VP",1,1
1,4.14017567889761,4,25,"VPC",1,1
1,2.64978424774189,5,25,"VPC",1,1
1,3.40965166946807,6,25,"VPC",1,1
2,2.93775433995199,1,25,"VP",1,1
2,4.36765905358205,2,25,"VP",1,1
2,2.4763833903002,3,25,"VP",1,1
2,3.01352124604762,4,25,"VPC",1,1
2,2.68009776391063,5,25,"VPC",1,1
2,4.53173979064192,6,25,"VPC",1,1
3,2.85633863317542,1,25,"VP",1,1
3,2.88376027760532,2,25,"VP",1,1
3,3.1243963215818,3,25,"VP",1,1
3,2.69827026409782,4,25,"VPC",1,1
3,2.40878364237648,5,25,"VPC",1,1
3,2.69663312443284,6,25,"VPC",1,1
4,2.67581738749674,1,25,"VP",1,1
4,3.64561711623766,2,25,"VP",1,1
4,2.66542869588193,3,25,"VP",1,1
4,4.59010512899859,4,25,"VPC",1,1
4,2.69012425700191,5,25,"VPC",1,1
4,5.28842230705297,6,25,"VPC",1,1
5,3.31237382929949,1,25,"VP",1,1
5,2.90553742677339,2,25,"VP",1,1
5,3.30784775390565,3,25,"VP",1,1
5,2.79081284611166,4,25,"VPC",1,1
5,4.01904779349906,5,25,"VPC",1,1
5,2.17193673830234,6,25,"VPC",1,1
6,4.27250130232974,1,25,"VP",1,1
6,4.57529494691065,2,25,"VP",1,1
6,3.49004864699407,3,25,"VP",1,1
6,4.24041464278555,4,25,"VPC",1,1
6,4.9181095117033,5,25,"VPC",1,1
6,3.10568793986268,6,25,"VPC",1,1
1,2.88596564078148,1,26,"VP",1,1
1,4.02825748716338,2,26,"VP",1,1
1,5.61490408869685,3,26,"VP",1,1
1,4.04134313025068,4,26,"VPC",1,1
1,5.57343445615692,5,26,"VPC",1,1
1,2.43244277315845,6,26,"VPC",1,1
2,3.41807221469696,1,26,"VP",1,1
2,3.89006015148924,2,26,"VP",1,1
2,3.4813011874961,3,26,"VP",1,1
2,4.96240021591959,4,26,"VPC",1,1
2,2.68687841699737,5,26,"VPC",1,1
2,3.54900291653324,6,26,"VPC",1,1
3,4.24801898361334,1,26,"VP",1,1
3,3.8163099374306,2,26,"VP",1,1
3,4.16026354589807,3,26,"VP",1,1
3,3.03124362864124,4,26,"VPC",1,1
3,5.61796197313341,5,26,"VPC",1,1
3,3.41905016415792,6,26,"VPC",1,1
4,4.00949783038335,1,26,"VP",1,1
4,2.87527869542272,2,26,"VP",1,1
4,3.34038933140582,3,26,"VP",1,1
4,3.24985992607148,4,26,"VPC",1,1
4,3.5343171841428,5,26,"VPC",1,1
4,2.92896170968466,6,26,"VPC",1,1
5,2.65899600912998,1,26,"VP",1,1
5,3.95250627127761,2,26,"VP",1,1
5,2.69090274736188,3,26,"VP",1,1
5,3.84089029208831,4,26,"VPC",1,1
5,2.74749661284582,5,26,"VPC",1,1
5,2.39130246763328,6,26,"VPC",1,1
6,2.23073680897367,1,26,"VP",1,1
6,3.21615895143747,2,26,"VP",1,1
6,2.05074378724444,3,26,"VP",1,1
6,5.42243217757451,4,26,"VPC",1,1
6,2.2761036572548,5,26,"VPC",1,1
6,4.82389191638189,6,26,"VPC",1,1
1,2.83004181601516,1,27,"VP",1,1
1,3.69504550079738,2,27,"VP",1,1
1,3.26622700237937,3,27,"VP",1,1
1,2.3666258114285,4,27,"VPC",1,1
1,3.80224919613196,5,27,"VPC",1,1
1,3.70682294250269,6,27,"VPC",1,1
2,2.32302084466378,1,27,"VP",1,1
2,2.70561354742852,2,27,"VP",1,1
2,3.7261777764406,3,27,"VP",1,1
2,3.62112930231435,4,27,"VPC",1,1
2,3.98023956726575,5,27,"VPC",1,1
2,3.1428910724836,6,27,"VPC",1,1
3,3.48076475096013,1,27,"VP",1,1
3,3.08122971203056,2,27,"VP",1,1
3,4.81518828296312,3,27,"VP",1,1
3,3.81410993943774,4,27,"VPC",1,1
3,3.6335852497643,5,27,"VPC",1,1
3,3.89850485484776,6,27,"VPC",1,1
4,3.78601477560996,1,27,"VP",1,1
4,3.2635843713063,2,27,"VP",1,1
4,4.29588474349604,3,27,"VP",1,1
4,3.69969159281607,4,27,"VPC",1,1
4,3.22344936227502,5,27,"VPC",1,1
4,4.19511514108824,6,27,"VPC",1,1
5,3.68830605552685,1,27,"VP",1,1
5,3.46349546208002,2,27,"VP",1,1
5,3.42039661256332,3,27,"VP",1,1
5,3.17904838121461,4,27,"VPC",1,1
5,2.9694610188757,5,27,"VPC",1,1
5,2.52631075046016,6,27,"VPC",1,1
6,4.29542844457271,1,27,"VP",1,1
6,4.63514778037719,2,27,"VP",1,1
6,2.76101829907205,3,27,"VP",1,1
6,2.82583796473658,4,27,"VPC",1,1
6,4.25971295139192,5,27,"VPC",1,1
6,4.99523683874538,6,27,"VPC",1,1
1,3.92895758985032,1,28,"VP",1,1
1,4.92361492019071,2,28,"VP",1,1
1,3.61506519932897,3,28,"VP",1,1
1,4.43907188680618,4,28,"VPC",1,1
1,3.16153493797232,5,28,"VPC",1,1
1,3.27870142224505,6,28,"VPC",1,1
2,2.8686336724676,1,28,"VP",1,1
2,2.39057255847268,2,28,"VP",1,1
2,2.25063662638416,3,28,"VP",1,1
2,2.3867175726531,4,28,"VPC",1,1
2,3.08171629299234,5,28,"VPC",1,1
2,2.38827089267356,6,28,"VPC",1,1
3,3.92624904949368,1,28,"VP",1,1
3,4.54031356261758,2,28,"VP",1,1
3,2.90188294268534,3,28,"VP",1,1
3,3.56694793614486,4,28,"VPC",1,1
3,3.8365758452268,5,28,"VPC",1,1
3,3.18609102297362,6,28,"VPC",1,1
4,2.46601778476419,1,28,"VP",1,1
4,3.91803461556019,2,28,"VP",1,1
4,2.53036284615112,3,28,"VP",1,1
4,3.59339554516274,4,28,"VPC",1,1
4,2.56103165148503,5,28,"VPC",1,1
4,3.26303434496767,6,28,"VPC",1,1
5,3.96841393711277,1,28,"VP",1,1
5,4.59522221559122,2,28,"VP",1,1
5,3.24844592340569,3,28,"VP",1,1
5,3.15073627563871,4,28,"VPC",1,1
5,4.66388827323492,5,28,"VPC",1,1
5,4.94130027690112,6,28,"VPC",1,1
6,2.78660787215796,1,28,"VP",1,1
6,4.11744721513912,2,28,"VP",1,1
6,3.49496693407308,3,28,"VP",1,1
6,2.65046979192602,4,28,"VPC",1,1
6,3.37576173426366,5,28,"VPC",1,1
6,3.64793993594838,6,28,"VPC",1,1
1,4.54952681568819,1,29,"VP",1,1
1,3.38177476354785,2,29,"VP",1,1
1,4.08623153063372,3,29,"VP",1,1
1,3.76286983819106,4,29,"VPC",1,1
1,3.17291480738202,5,29,"VPC",1,1
1,3.05073690280767,6,29,"VPC",1,1
2,5.05252883294717,1,29,"VP",1,1
2,2.85644471568018,2,29,"VP",1,1
2,4.66912859637401,3,29,"VP",1,1
2,2.82898914348264,4,29,"VPC",1,1
2,3.30780918438928,5,29,"VPC",1,1
2,2.84714432728509,6,29,"VPC",1,1
3,3.54342622042354,1,29,"VP",1,1
3,4.36298200351997,2,29,"VP",1,1
3,4.55057425552342,3,29,"VP",1,1
3,4.03468291277685,4,29,"VPC",1,1
3,3.37339918128789,5,29,"VPC",1,1
3,5.5580207596676,6,29,"VPC",1,1
4,2.63785428635046,1,29,"VP",1,1
4,2.86651870367704,2,29,"VP",1,1
4,3.35246278145641,3,29,"VP",1,1
4,4.17136195699367,4,29,"VPC",1,1
4,3.31907898116016,5,29,"VPC",1,1
4,4.1456540809947,6,29,"VPC",1,1
5,3.49345297368866,1,29,"VP",1,1
5,3.05935795731354,2,29,"VP",1,1
5,2.34281115995921,3,29,"VP",1,1
5,2.58940337134696,4,29,"VPC",1,1
5,3.42463654777457,5,29,"VPC",1,1
5,3.28343751316573,6,29,"VPC",1,1
6,2.66350289018887,1,29,"VP",1,1
6,3.55015895925281,2,29,"VP",1,1
6,2.44717904610142,3,29,"VP",1,1
6,3.91156295183194,4,29,"VPC",1,1
6,2.39218634173755,5,29,"VPC",1,1
6,2.98885739915334,6,29,"VPC",1,1
1,3.61407608528446,1,30,"VP",1,1
1,5.14981787686763,2,30,"VP",1,1
1,3.74664022853881,3,30,"VP",1,1
1,5.47588966670285,4,30,"VPC",1,1
1,2.81619244485621,5,30,"VPC",1,1
1,3.20305876561684,6,30,"VPC",1,1
2,3.10792316097879,1,30,"VP",1,1
2,3.16945727113054,2,30,"VP",1,1
2,3.12998893300571,3,30,"VP",1,1
2,3.19283479243091,4,30,"VPC",1,1
2,2.18254218278839,5,30,"VPC",1,1
2,2.99020264168425,6,30,"VPC",1,1
3,3.09533766678862,1,30,"VP",1,1
3,2.940141789457,2,30,"VP",1,1
3,3.18378752206574,3,30,"VP",1,1
3,3.69120588420706,4,30,"VPC",1,1
3,3.00174350262413,5,30,"VPC",1,1
3,4.47591396905315,6,30,"VPC",1,1
4,2.59115079889295,1,30,"VP",1,1
4,3.67266666979182,2,30,"VP",1,1
4,3.08480220025973,3,30,"VP",1,1
4,3.92563049884053,4,30,"VPC",1,1
4,3.47082146210454,5,30,"VPC",1,1
4,4.9239210767125,6,30,"VPC",1,1
5,3.5131433022353,1,30,"VP",1,1
5,3.10337056562271,2,30,"VP",1,1
5,2.94636824461921,3,30,"VP",1,1
5,3.28246812333302,4,30,"VPC",1,1
5,4.20902951384766,5,30,"VPC",1,1
5,2.81023737163266,6,30,"VPC",1,1
6,3.45147988494856,1,30,"VP",1,1
6,2.66615288942426,2,30,"VP",1,1
6,2.84848220255907,3,30,"VP",1,1
6,2.65254990853015,4,30,"VPC",1,1
6,3.75472067200699,5,30,"VPC",1,1
6,2.46360952362147,6,30,"VPC",1,1
1,3.95837042050026,1,31,"VP",1,1
1,3.73499633149106,2,31,"VP",1,1
1,5.56797327599737,3,31,"VP",1,1
1,3.65391107685672,4,31,"VPC",1,1
1,4.26316981411267,5,31,"VPC",1,1
1,2.56031121915261,6,31,"VPC",1,1
2,4.89715222911353,1,31,"VP",1,1
2,3.66109922150215,2,31,"VP",1,1
2,4.03752228503973,3,31,"VP",1,1
2,4.34569697044277,4,31,"VPC",1,1
2,3.54491830651166,5,31,"VPC",1,1
2,3.36838946203123,6,31,"VPC",1,1
3,4.45546662815542,1,31,"VP",1,1
3,3.12431527043217,2,31,"VP",1,1
3,2.98446406746145,3,31,"VP",1,1
3,3.84343459460416,4,31,"VPC",1,1
3,3.70483844855635,5,31,"VPC",1,1
3,3.28110744297511,6,31,"VPC",1,1
4,3.97598647075838,1,31,"VP",1,1
4,2.71689070556917,2,31,"VP",1,1
4,4.24355654935414,3,31,"VP",1,1
4,3.37495260124348,4,31,"VPC",1,1
4,3.17748335421946,5,31,"VPC",1,1
4,3.34176914665497,6,31,"VPC",1,1
5,3.23714265173058,1,31,"VP",1,1
5,3.44775406220054,2,31,"VP",1,1
5,3.1195216543685,3,31,"VP",1,1
5,2.50361012554428,4,31,"VPC",1,1
5,3.36097249652867,5,31,"VPC",1,1
5,3.84233190816585,6,31,"VPC",1,1
6,4.21565920421941,1,31,"VP",1,1
6,3.70273133046776,2,31,"VP",1,1
6,4.10716620689564,3,31,"VP",1,1
6,5.51971463043428,4,31,"VPC",1,1
6,3.0637857768104,5,31,"VPC",1,1
6,4.48239648196249,6,31,"VPC",1,1
1,3.34855068340832,1,32,"VP",1,1
1,3.61130311709876,2,32,"VP",1,1
1,3.03265099352296,3,32,"VP",1,1
1,3.73224280999669,4,32,"VPC",1,1
1,4.33092126357374,5,32,"VPC",1,1
1,2.36447294214388,6,32,"VPC",1,1
2,3.52415588269636,1,32,"VP",1,1
2,3.98082641270029,2,32,"VP",1,1
2,2.8792844587317,3,32,"VP",1,1
2,4.02306267273431,4,32,"VPC",1,1
2,4.04545387214063,5,32,"VPC",1,1
2,5.26812693796887,6,32,"VPC",1,1
3,2.48914973466019,1,32,"VP",1,1
3,3.38296216187502,2,32,"VP",1,1
3,2.15466025239041,3,32,"VP",1,1
3,3.71842192385446,4,32,"VPC",1,1
3,2.47087315148783,5,32,"VPC",1,1
3,2.99945522281939,6,32,"VPC",1,1
4,2.427969475911,1,32,"VP",1,1
4,3.09455581233502,2,32,"VP",1,1
4,2.13859398108794,3,32,"VP",1,1
4,3.70482372599408,4,32,"VPC",1,1
4,2.43669505997542,5,32,"VPC",1,1
4,3.21849869377068,6,32,"VPC",1,1
5,3.91236124903354,1,32,"VP",1,1
5,2.64507122994749,2,32,"VP",1,1
5,2.33001655571271,3,32,"VP",1,1
5,4.52793898070778,4,32,"VPC",1,1
5,3.78635475081673,5,32,"VPC",1,1
5,4.44633973580983,6,32,"VPC",1,1
6,4.19389137052511,1,32,"VP",1,1
6,2.63176517115466,2,32,"VP",1,1
6,3.5005284756303,3,32,"VP",1,1
6,2.7945062577853,4,32,"VPC",1,1
6,3.49744297467011,5,32,"VPC",1,1
6,2.96437774331223,6,32,"VPC",1,1
1,2.64910792799168,1,33,"VP",1,1
1,3.03933610813003,2,33,"VP",1,1
1,2.3458979795496,3,33,"VP",1,1
1,3.08013266220632,4,33,"VPC",1,1
1,2.61603955677259,5,33,"VPC",1,1
1,3.01746728889345,6,33,"VPC",1,1
2,4.06888152622783,1,33,"VP",1,1
2,4.52539948296545,2,33,"VP",1,1
2,2.73063753229089,3,33,"VP",1,1
2,4.50225857279486,4,33,"VPC",1,1
2,3.87374326447667,5,33,"VPC",1,1
2,2.63451751190757,6,33,"VPC",1,1
3,3.01646368832555,1,33,"VP",1,1
3,4.27530473124748,2,33,"VP",1,1
3,2.58770282409187,3,33,"VP",1,1
3,3.22479052684949,4,33,"VPC",1,1
3,2.99128862998643,5,33,"VPC",1,1
3,3.93636296337304,6,33,"VPC",1,1
4,3.47934538917755,1,33,"VP",1,1
4,3.5640222214017,2,33,"VP",1,1
4,3.16877505560135,3,33,"VP",1,1
4,2.59110138452443,4,33,"VPC",1,1
4,3.69077214626464,5,33,"VPC",1,1
4,3.01637882087027,6,33,"VPC",1,1
5,3.0709080759371,1,33,"VP",1,1
5,6.00208651869115,2,33,"VP",1,1
5,3.05537187866372,3,33,"VP",1,1
5,4.5080499847026,4,33,"VPC",1,1
5,3.25012172901791,5,33,"VPC",1,1
5,4.35773188818944,6,33,"VPC",1,1
6,2.68370915701439,1,33,"VP",1,1
6,4.56721752777045,2,33,"VP",1,1
6,2.83385844450726,3,33,"VP",1,1
6,3.26444218768367,4,33,"VPC",1,1
6,2.89409474842358,5,33,"VPC",1,1
6,5.21218512842341,6,33,"VPC",1,1
1,4.71182996574312,1,34,"VP",1,1
1,2.28947245453533,2,34,"VP",1,1
1,3.57843877304367,3,34,"VP",1,1
1,2.39811634224854,4,34,"VPC",1,1
1,4.06715024873116,5,34,"VPC",1,1
1,2.22973446376587,6,34,"VPC",1,1
2,3.56133314137686,1,34,"VP",1,1
2,4.99706805056934,2,34,"VP",1,1
2,3.33824167385922,3,34,"VP",1,1
2,5.17875852273919,4,34,"VPC",1,1
2,2.92122958903315,5,34,"VPC",1,1
2,2.98874262626383,6,34,"VPC",1,1
3,4.39647037020708,1,34,"VP",1,1
3,3.45697600129885,2,34,"VP",1,1
3,3.19032567072606,3,34,"VP",1,1
3,2.1933260272999,4,34,"VPC",1,1
3,4.65109434193702,5,34,"VPC",1,1
3,3.41797347714117,6,34,"VPC",1,1
4,2.87791423822743,1,34,"VP",1,1
4,3.19132323852898,2,34,"VP",1,1
4,2.81200242314923,3,34,"VP",1,1
4,2.7370420472062,4,34,"VPC",1,1
4,3.38341450541705,5,34,"VPC",1,1
4,2.71598282151838,6,34,"VPC",1,1
5,2.43397460362611,1,34,"VP",1,1
5,4.45326559386427,2,34,"VP",1,1
5,2.42604295593374,3,34,"VP",1,1
5,3.49875047891974,4,34,"VPC",1,1
5,2.37206869582695,5,34,"VPC",1,1
5,3.08171088020887,6,34,"VPC",1,1
6,3.03752810781005,1,34,"VP",1,1
6,2.74763102581,2,34,"VP",1,1
6,4.29730684178266,3,34,"VP",1,1
6,2.60137786744247,4,34,"VPC",1,1
6,4.57008716837934,5,34,"VPC",1,1
6,2.5183897617099,6,34,"VPC",1,1
1,2.58562068507203,1,35,"VP",1,1
1,2.14850221404396,2,35,"VP",1,1
1,3.78226739718488,3,35,"VP",1,1
1,2.20439080488576,4,35,"VPC",1,1
1,3.32070538387416,5,35,"VPC",1,1
1,2.23120184365889,6,35,"VPC",1,1
2,6.06808114717947,1,35,"VP",1,1
2,2.54816094126549,2,35,"VP",1,1
2,4.16149480733374,3,35,"VP",1,1
2,2.81178824252913,4,35,"VPC",1,1
2,4.73971696282684,5,35,"VPC",1,1
2,2.93838922135061,6,35,"VPC",1,1
3,2.56418421377756,1,35,"VP",1,1
3,2.95914615345818,2,35,"VP",1,1
3,2.3282062621684,3,35,"VP",1,1
